=====================================================================
testing with 4194304 points.

> created 4194304 random points in 0.244543 seconds.
> created a mtree with 4194304 random points in 19.598592 seconds with height 5.
> found 3744/4194304 points with Q:(0.637283, 0.893318) and r=0.02 | I/O = 64 | in 0.000283 seconds.
> found 1469/4194304 points with Q:(0.813699, 0.214312) and r=0.02 | I/O = 32 | in 0.000105 seconds.
> found 2044/4194304 points with Q:(0.787699, 0.826907) and r=0.02 | I/O = 56 | in 0.000161 seconds.
> found 5288/4194304 points with Q:(0.801149, 0.0205527) and r=0.02 | I/O = 81 | in 0.000274 seconds.
> found 5252/4194304 points with Q:(0.0465097, 0.103544) and r=0.02 | I/O = 95 | in 0.000268 seconds.
> found 1486/4194304 points with Q:(0.855553, 0.217628) and r=0.02 | I/O = 39 | in 0.000101 seconds.
> found 5324/4194304 points with Q:(0.738239, 0.349374) and r=0.02 | I/O = 90 | in 0.000277 seconds.
> found 3213/4194304 points with Q:(0.803994, 0.404872) and r=0.02 | I/O = 59 | in 0.000164 seconds.
> found 5300/4194304 points with Q:(0.140899, 0.713036) and r=0.02 | I/O = 89 | in 0.000284 seconds.
> found 5282/4194304 points with Q:(0.366493, 0.663318) and r=0.02 | I/O = 76 | in 0.000236 seconds.
> found 5316/4194304 points with Q:(0.963749, 0.844408) and r=0.02 | I/O = 88 | in 0.000261 seconds.
> found 5369/4194304 points with Q:(0.7592, 0.619306) and r=0.02 | I/O = 99 | in 0.000277 seconds.
> found 5101/4194304 points with Q:(0.332426, 0.511031) and r=0.02 | I/O = 89 | in 0.000259 seconds.
> found 5198/4194304 points with Q:(0.393316, 0.218974) and r=0.02 | I/O = 82 | in 0.000248 seconds.
> found 5114/4194304 points with Q:(0.0599068, 0.885637) and r=0.02 | I/O = 82 | in 0.000248 seconds.
> found 4987/4194304 points with Q:(0.778955, 0.242427) and r=0.02 | I/O = 82 | in 0.000253 seconds.
> found 4518/4194304 points with Q:(0.456739, 0.69719) and r=0.02 | I/O = 80 | in 0.000223 seconds.
> found 5305/4194304 points with Q:(0.524097, 0.592654) and r=0.02 | I/O = 94 | in 0.000269 seconds.
> found 5324/4194304 points with Q:(0.613207, 0.244438) and r=0.02 | I/O = 92 | in 0.000268 seconds.
> found 2264/4194304 points with Q:(0.347982, 0.325246) and r=0.02 | I/O = 60 | in 0.000155 seconds.
> found 5306/4194304 points with Q:(0.542874, 0.659716) and r=0.02 | I/O = 95 | in 0.000286 seconds.
> found 4085/4194304 points with Q:(0.00909041, 0.203535) and r=0.02 | I/O = 66 | in 0.000183 seconds.
> found 2696/4194304 points with Q:(0.608406, 0.281113) and r=0.02 | I/O = 53 | in 0.000139 seconds.
